DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
Synapsin_C	PF02750	Synapsin, ATP binding domain	0.00014708766424789175	0.00014708766424789175
Synapsin_N	PF10581	Synapsin N-terminal	0.00014708766424789175	0.00014708766424789175
Synaptobrevin	PF00957	Synaptobrevin	0.0004902922141596392	0.0004902922141596392
Synaptonemal_3	PF15191	Synaptonemal complex central element protein 3	4.902922141596391e-05	4.902922141596391e-05
Syncollin	PF15138	Syncollin	4.902922141596391e-05	4.902922141596391e-05
Syndecan	PF01034	Syndecan domain	0.00044126299274367523	0.00044126299274367523
Syntaphilin	PF15290	Golgi-localised syntaxin-1-binding clamp	9.805844283192783e-05	9.805844283192783e-05
Syntaxin	PF00804	Syntaxin	0.0003922337713277113	0.0003922337713277113
Syntaxin-18_N	PF10496	SNARE-complex protein Syntaxin-18 N-terminus	4.902922141596391e-05	4.902922141596391e-05
Syntaxin-5_N	PF11416	Syntaxin-5 N-terminal, Sly1p-binding domain	4.902922141596391e-05	4.902922141596391e-05
Syntaxin-6_N	PF09177	Syntaxin 6, N-terminal	9.805844283192783e-05	9.805844283192783e-05
Syntaxin_2	PF14523	Syntaxin-like protein	0.00014708766424789175	0.00014708766424789175
Synthase_beta	PF11421	ATP synthase F1 beta subunit	NA	NA
Synuclein	PF01387	Synuclein	0.00014708766424789175	0.00014708766424789175
SyrA	PF11089	Exopolysaccharide production repressor	NA	NA
SYS1	PF09801	Integral membrane protein S linking to the trans Golgi network	4.902922141596391e-05	4.902922141596391e-05
S_100	PF01023	S-100/ICaBP type calcium binding domain	0.0013728181996469895	0.0013728181996469895
S_2TMBeta	PF18153	SMODS-associating 2TM, beta-strand rich effector domain	NA	NA
S_4TM	PF18159	SMODS-associating 4TM effector domain	NA	NA
S_layer_C	PF05124	S-layer like family, C-terminal region	NA	NA
S_layer_N	PF05123	S-layer like family, N-terminal region	NA	NA
S_locus_glycop	PF00954	S-locus glycoprotein domain	NA	NA
S_tail_recep_bd	PF14928	Short tail fibre protein receptor-binding domain	NA	NA
T-box	PF00907	T-box	0.0008334967640713865	0.0008334967640713865
T-box_assoc	PF16176	T-box transcription factor-associated	9.805844283192783e-05	9.805844283192783e-05
T2SS-T3SS_pil_N	PF13629	Pilus formation protein N terminal region	NA	NA
T2SSB	PF16537	Type II secretion system protein B	NA	NA
T2SSC	PF11356	Type II secretion system protein C	NA	NA
T2SSE	PF00437	Type II/IV secretion system protein	NA	NA
T2SSE_N	PF05157	Type II secretion system (T2SS), protein E, N-terminal domain	NA	NA
T2SSF	PF00482	Type II secretion system (T2SS), protein F	NA	NA
T2SSG	PF08334	Type II secretion system (T2SS), protein G	NA	NA
T2SSI	PF02501	Type II secretion system (T2SS), protein I	NA	NA
T2SSJ	PF11612	Type II secretion system (T2SS), protein J	NA	NA
T2SSK	PF03934	Type II secretion system (T2SS), protein K	NA	NA
T2SSL	PF05134	Type II secretion system (T2SS), protein L	NA	NA
T2SSM	PF04612	Type II secretion system (T2SS), protein M	NA	NA
T2SSM_b	PF10741	Type II secretion system (T2SS), protein M subtype b	NA	NA
T2SSN	PF01203	Type II secretion system (T2SS), protein N	NA	NA
T2SSppdC	PF12528	Type II secretion prepilin peptidase dependent protein C	NA	NA
T2SSS_2	PF16549	Type II secretion system (T2SS) pilotin, S protein	NA	NA
T2SS_PulS_OutS	PF09691	Type II secretion system pilotin lipoprotein (PulS_OutS)	NA	NA
T3RM_EcoP15I_C	PF18273	Type III R-M EcoP15I C-terminal domain	NA	NA
T3SchapCesA	PF11439	Type III secretion system filament chaperone CesA	NA	NA
T3SSipB	PF16535	Type III cell invasion protein SipB	NA	NA
T3SS_ATPase_C	PF18269	T3SS EscN ATPase C-terminal domain	NA	NA
T3SS_basalb_I	PF17001	Type III secretion basal body protein I, YscI, HrpB, PscI	NA	NA
T3SS_ExsE	PF18286	Type III secretion system ExsE	NA	NA
T3SS_HrpK1	PF16937	Type III secretion system translocator protein, HrpF	NA	NA
T3SS_LEE_assoc	PF13327	Type III secretion system subunit	NA	NA
T3SS_needle_E	PF08988	Type III secretion system, cytoplasmic E component of needle	NA	NA
T3SS_needle_F	PF09392	Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF	NA	NA
T3SS_needle_reg	PF09025	YopR, type III needle-polymerisation regulator	NA	NA
T3SS_NleG	PF06416	Effector protein NleG	NA	NA
T3SS_TC	PF06511	Type III secretion systems tip complex components	NA	NA
T4-Gluco-transf	PF09198	Bacteriophage T4 beta-glucosyltransferase	NA	NA
T4-gp15_tss	PF16724	T4-like virus Myoviridae tail sheath stabiliser	NA	NA
T4BSS_DotH_IcmK	PF12293	Putative outer membrane core complex of type IVb secretion	NA	NA
T4BSS_DotI_IcmL	PF11393	Type-IV b secretion system, inner-membrane complex component	NA	NA
T4bSS_IcmS	PF12608	Type IVb secretion, IcmS, effector-recruitment	NA	NA
T4SS	PF07996	Type IV secretion system proteins	NA	NA
T4SS-DNA_transf	PF02534	Type IV secretory system Conjugative DNA transfer	NA	NA
T4SS_CagC	PF16943	Cag pathogenicity island, type IV secretory system	NA	NA
T4SS_pilin	PF18895	Type IV secretion system pilin	NA	NA
T4SS_TraI	PF16932	Type IV secretory system, conjugal DNA-protein transfer	NA	NA
T4_baseplate	PF12322	T4 bacteriophage base plate protein	NA	NA
T4_deiodinase	PF00837	Iodothyronine deiodinase	0.00014708766424789175	0.00014708766424789175
T4_Gp59_C	PF08994	T4 gene Gp59 loader of gp41 DNA helicase C-term	NA	NA
T4_Gp59_N	PF08993	T4 gene Gp59 loader of gp41 DNA helicase	NA	NA
T4_gp9_10	PF07880	Bacteriophage T4 gp9/10-like protein	NA	NA
T4_neck-protein	PF11649	Virus neck protein	NA	NA
T4_Rnl2_C	PF18043	T4 RNA ligase 2 C-terminal	NA	NA
T4_tail_cap	PF11091	Tail-tube assembly protein	NA	NA
T5orf172	PF10544	T5orf172 domain	NA	NA
T6PP_N	PF18572	Trehalose-6-phosphate phosphatase N-terminal helical bundle domain	NA	NA
T6SS-SciN	PF12790	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113	NA	NA
T6SS_HCP	PF05638	Type VI secretion system effector, Hcp	NA	NA
T6SS_TssF	PF05947	Type VI secretion system, TssF	NA	NA
T6SS_TssG	PF06996	Type VI secretion, TssG	NA	NA
T6SS_VasE	PF05936	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	NA	NA
T6SS_VasJ	PF16989	Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ	NA	NA
T6SS_Vgr	PF13296	Putative type VI secretion system Rhs element Vgr	NA	NA
T6SS_VipA	PF05591	Type VI secretion system, VipA, VC_A0107 or Hcp2	NA	NA
T6_Ig_like	PF18002	T6 antigen Ig like domain	NA	NA
T7SS_ESX1_EccB	PF05108	Type VII secretion system ESX-1, transport TM domain B	NA	NA
T7SS_ESX_EspC	PF10824	Excreted virulence factor EspC, type VII ESX diderm	NA	NA
Ta0938	PF11494	Ta0938	NA	NA
TA0956	PF11513	Thermoplasma acidophilum protein TA0956	NA	NA
Ta1207	PF19020	Ta1207 family	NA	NA
TAA-Trp-ring	PF15401	Tryptophan-ring motif of head of Trimeric autotransporter adhesin	NA	NA
Tab2_like	PF06485	RNA-binding protein Tab2/Atab2	NA	NA
TACC_C	PF05010	Transforming acidic coiled-coil-containing protein (TACC), C-terminal	0.00014708766424789175	0.00014708766424789175
Tachykinin	PF02202	Tachykinin family	4.902922141596391e-05	4.902922141596391e-05
Tachylectin	PF14517	Tachylectin	NA	NA
Tachystatin_A	PF11406	Antimicrobial peptide tachystatin A	NA	NA
Tachystatin_B	PF11478	Antimicrobial chitin binding protein tachystatin B	NA	NA
TACI-CRD2	PF09305	TACI, cysteine-rich domain	4.902922141596391e-05	9.805844283192783e-05
TackOD1	PF18551	Thaumarchaeal output domain 1	NA	NA
Tad	PF13400	Putative Flp pilus-assembly TadE/G-like	NA	NA
TAD2	PF18521	Transactivation domain 2	4.902922141596391e-05	4.902922141596391e-05
TadE	PF07811	TadE-like protein	NA	NA
TadF	PF16964	Putative tight adherence pilin protein F	NA	NA
TadZ_N	PF16968	Pilus assembly protein TadZ N-terminal	NA	NA
Tad_C	PF09977	Putative Tad-like Flp pilus-assembly	NA	NA
Tae4	PF14113	Type VI secretion system (T6SS), amidase effector protein 4	NA	NA
Taeniidae_ag	PF05596	Taeniidae antigen	NA	NA
TAF	PF02969	TATA box binding protein associated factor (TAF)	9.805844283192783e-05	9.805844283192783e-05
TAF1D	PF15333	TATA box-binding protein-associated factor 1D	4.902922141596391e-05	4.902922141596391e-05
TAF1_subA	PF14929	TAF RNA Polymerase I subunit A	4.902922141596391e-05	4.902922141596391e-05
TAF4	PF05236	Transcription initiation factor TFIID component TAF4 family	9.805844283192783e-05	9.805844283192783e-05
TAF6_C	PF07571	TAF6 C-terminal HEAT repeat domain	9.805844283192783e-05	9.805844283192783e-05
TAF8_C	PF10406	Transcription factor TFIID complex subunit 8 C-term	4.902922141596391e-05	4.902922141596391e-05
TAFA	PF12020	TAFA family	0.0002451461070798196	0.0002451461070798196
TAFH	PF07531	NHR1 homology to TAF	0.0002451461070798196	0.0002451461070798196
Tafi-CsgC	PF10610	Thin aggregative fimbriae synthesis protein	NA	NA
TAFII28	PF04719	hTAFII28-like protein conserved region	9.805844283192783e-05	9.805844283192783e-05
TAFII55_N	PF04658	TAFII55 protein conserved region	9.805844283192783e-05	9.805844283192783e-05
TagA	PF12561	ToxR activated gene A lipoprotein domain	NA	NA
TagF_N	PF09867	TagF N-terminal domain, Type VI secretion system-associated	NA	NA
Tai4	PF16695	Type VI secretion system (T6SS), amidase immunity protein	NA	NA
Tail_P2_I	PF09684	Phage tail protein (Tail_P2_I)	NA	NA
Tail_spike_N	PF18668	Tail spike TSP1/Gp66 receptor binding N-terminal domain	NA	NA
Tail_tube	PF10618	Phage tail tube protein	NA	NA
Tail_VII	PF17091	Inovirus G7P protein	NA	NA
Takusan	PF04822	Takusan	4.902922141596391e-05	4.902922141596391e-05
Talin_middle	PF09141	Talin, middle domain	9.805844283192783e-05	9.805844283192783e-05
TALPID3	PF15324	Hedgehog signalling target	4.902922141596391e-05	4.902922141596391e-05
TAL_effector	PF03377	TAL effector repeat	NA	NA
TAL_FSA	PF00923	Transaldolase/Fructose-6-phosphate aldolase	4.902922141596391e-05	4.902922141596391e-05
Tam41_Mmp37	PF09139	Phosphatidate cytidylyltransferase, mitochondrial	4.902922141596391e-05	4.902922141596391e-05
TamB	PF04357	TamB, inner membrane protein subunit of TAM complex	NA	NA
TAN	PF11640	Telomere-length maintenance and DNA damage repair	4.902922141596391e-05	4.902922141596391e-05
TANGO2	PF05742	Transport and Golgi organisation 2	4.902922141596391e-05	4.902922141596391e-05
Tankyrase_bdg_C	PF15327	Tankyrase binding protein C terminal domain	9.805844283192783e-05	9.805844283192783e-05
Tannase	PF07519	Tannase and feruloyl esterase	NA	NA
Tantalus	PF15386	Drosophila Tantalus-like	9.805844283192783e-05	9.805844283192783e-05
Tap-RNA_bind	PF09162	Tap, RNA-binding	0.00019611688566385565	0.00019611688566385565
TAP35_44	PF07265	Tapetum specific protein TAP35/TAP44	NA	NA
TAP42	PF04177	TAP42-like family	4.902922141596391e-05	4.902922141596391e-05
Tape_meas_lam_C	PF09718	Lambda phage tail tape-measure protein (Tape_meas_lam_C)	NA	NA
TAP_C	PF03943	TAP C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Taq-exonuc	PF09281	Taq polymerase, exonuclease	NA	NA
TaqI_C	PF12950	TaqI-like C-terminal specificity domain	NA	NA
TarH	PF02203	Tar ligand binding domain homologue	NA	NA
TarS_C1	PF18674	TarS beta-glycosyltransferase C-terminal domain 1	NA	NA
TAS2R	PF05296	Taste receptor protein (TAS2R)	0.0013237889782310257	0.0013237889782310257
Tash_PEST	PF07708	Tash protein PEST motif	NA	NA
Tat	PF00539	Transactivating regulatory protein (Tat)	NA	NA
TatA_B_E	PF02416	mttA/Hcf106 family	NA	NA
TatC	PF00902	Sec-independent protein translocase protein (TatC)	NA	NA
TatD_DNase	PF01026	TatD related DNase	0.00014708766424789175	0.00014708766424789175
TATR	PF03430	Trans-activating transcriptional regulator	NA	NA
TAtT	PF16811	TRAP transporter T-component	NA	NA
TAT_signal	PF10518	TAT (twin-arginine translocation) pathway signal sequence	NA	NA
TAT_ubiq	PF07706	Aminotransferase ubiquitination site	4.902922141596391e-05	4.902922141596391e-05
Tau95	PF09734	RNA polymerase III transcription factor (TF)IIIC subunit HTH domain	4.902922141596391e-05	4.902922141596391e-05
Tau95_N	PF17682	Tau95 Triple barrel domain	4.902922141596391e-05	4.902922141596391e-05
TauD	PF02668	Taurine catabolism dioxygenase TauD, TfdA family	9.805844283192783e-05	9.805844283192783e-05
TauE	PF01925	Sulfite exporter TauE/SafE	NA	NA
Tautomerase	PF01361	Tautomerase enzyme	NA	NA
Tautomerase_2	PF14552	Tautomerase enzyme	NA	NA
Tautomerase_3	PF14832	Putative oxalocrotonate tautomerase enzyme	NA	NA
Tax	PF02959	HTLV Tax	NA	NA
Taxilin	PF09728	Myosin-like coiled-coil protein	0.00014708766424789175	0.00014708766424789175
TAXi_C	PF14541	Xylanase inhibitor C-terminal	NA	NA
TAXi_N	PF14543	Xylanase inhibitor N-terminal	NA	NA
TA_inhibitor	PF17574	Inhibitor of toxin/antitoxin system (Gp4.5)	NA	NA
TB	PF00683	TB domain	0.0003432045499117474	0.0020592272994704843
TB2_DP1_HVA22	PF03134	TB2/DP1, HVA22 family	0.0002941753284957835	0.0002941753284957835
TBCA	PF02970	Tubulin binding cofactor A	4.902922141596391e-05	4.902922141596391e-05
TBCC	PF07986	Tubulin binding cofactor C	0.00014708766424789175	0.00014708766424789175
TBCC_N	PF16752	Tubulin-specific chaperone C N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
TBD	PF12845	TBD domain	0.00014708766424789175	0.00014708766424789175
TBK1_CCD1	PF18394	TANK-binding kinase 1 coiled-coil domain 1	9.805844283192783e-05	9.805844283192783e-05
TBK1_ULD	PF18396	TANK binding kinase 1 ubiquitin-like domain	9.805844283192783e-05	9.805844283192783e-05
TBP	PF00352	Transcription factor TFIID (or TATA-binding protein, TBP)	0.00014708766424789175	0.0002941753284957835
TBP-binding	PF09247	TATA box-binding protein binding	9.805844283192783e-05	9.805844283192783e-05
TbpB_A	PF17484	N-Lobe handle Tf-binding protein B	NA	NA
TbpB_B_D	PF01298	C-lobe and N-lobe beta barrels of Tf-binding protein B	NA	NA
TbpB_C	PF17483	C-lobe handle domain of Tf-binding protein B	NA	NA
TBPIP	PF07106	TBPIP/Hop2 winged helix domain	4.902922141596391e-05	4.902922141596391e-05
TBPIP_N	PF15517	TBP-interacting protein N-terminus	NA	NA
TBSV_P22	PF03558	TBSV core protein P21/P22	NA	NA
TBX	PF12598	T-box transcription factor	9.805844283192783e-05	9.805844283192783e-05
TC1	PF15063	Thyroid cancer protein 1	9.805844283192783e-05	9.805844283192783e-05
TcA_RBD	PF18518	TcA receptor binding domain	NA	NA
TcA_TcB_BD	PF18276	Tc toxin complex TcA C-terminal TcB-binding domain	NA	NA
TcdA_TcdB	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	NA	NA
TcdA_TcdB_pore	PF12920	TcdA/TcdB pore forming domain	NA	NA
TcdB_N	PF12918	TcdB toxin N-terminal helical domain	NA	NA
TcdB_toxin_midC	PF12255	Insecticide toxin TcdB middle/C-terminal region	NA	NA
TcdB_toxin_midN	PF12256	Insecticide toxin TcdB middle/N-terminal region	NA	NA
Tcell_CD4_C	PF12104	T cell CD4 receptor C terminal region	4.902922141596391e-05	4.902922141596391e-05
Tcf25	PF04910	Transcriptional repressor TCF25	4.902922141596391e-05	4.902922141596391e-05
TcfC	PF16967	E-set like domain	NA	NA
TCL1_MTCP1	PF01840	TCL1/MTCP1 family	0.00014708766424789175	0.00014708766424789175
TCO89	PF10452	TORC1 subunit TCO89	NA	NA
TCP	PF03634	TCP family transcription factor	NA	NA
Tcp10_C	PF07202	T-complex protein 10 C-terminus	4.902922141596391e-05	0.00019611688566385565
Tcp11	PF05794	T-complex protein 11	0.0002451461070798196	0.0002451461070798196
TcpA	PF05946	Toxin-coregulated pilus subunit TcpA	NA	NA
TcpE	PF12648	TcpE family	NA	NA
TcpF	PF06340	Vibrio cholerae toxin co-regulated pilus biosynthesis protein F	NA	NA
TcpQ	PF10671	Toxin co-regulated pilus biosynthesis protein Q	NA	NA
TcpS	PF17456	Toxin-coregulated pilus protein S	NA	NA
TCR	PF03638	Tesmin/TSO1-like CXC domain, cysteine-rich domain	9.805844283192783e-05	0.00014708766424789175
TCRP1	PF14944	Tongue Cancer Chemotherapy Resistant Protein 1	9.805844283192783e-05	0.00014708766424789175
TCR_zetazeta	PF11628	T-cell surface glycoprotein CD3 zeta chain	9.805844283192783e-05	9.805844283192783e-05
TctA	PF01970	Tripartite tricarboxylate transporter TctA family	NA	NA
TctB	PF07331	Tripartite tricarboxylate transporter TctB family	NA	NA
TctC	PF03401	Tripartite tricarboxylate transporter family receptor	NA	NA
Tctex-1	PF03645	Tctex-1 family	0.0002941753284957835	0.0002941753284957835
TCTP	PF00838	Translationally controlled tumour protein	0.00014708766424789175	0.00014708766424789175
TDA11	PF17084	Topoisomerase I damage affected protein 11	NA	NA
TDBD	PF16135	Tify domain binding domain	NA	NA
TDH	PF03347	Vibrio thermostable direct hemolysin	NA	NA
TDP43_N	PF18694	Transactive response DNA-binding protein N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
TDRP	PF15683	Testis development-related protein	4.902922141596391e-05	4.902922141596391e-05
TEA	PF01285	TEA/ATTS domain	0.00019611688566385565	0.00019611688566385565
TEBP_beta	PF07404	Telomere-binding protein beta subunit (TEBP beta)	NA	NA
Tecti-min-caps	PF09300	Tectiviridae, minor capsid	NA	NA
Tectonin	PF19193	Tectonin domain	9.805844283192783e-05	9.805844283192783e-05
TED	PF08341	Thioester domain	NA	NA
TED_complement	PF07678	A-macroglobulin TED domain	0.000588350656991567	0.000588350656991567
Tegument_dsDNA	PF12818	dsDNA viral tegument protein	NA	NA
TehB	PF03848	Tellurite resistance protein TehB	NA	NA
Tektin	PF03148	Tektin family	0.0003432045499117474	0.0003432045499117474
TelA	PF05816	Toxic anion resistance protein (TelA)	NA	NA
Telethonin	PF09470	Telethonin protein	4.902922141596391e-05	4.902922141596391e-05
Telomerase_RBD	PF12009	Telomerase ribonucleoprotein complex - RNA binding domain	4.902922141596391e-05	4.902922141596391e-05
Telomere_reg-2	PF10193	Telomere length regulation protein	4.902922141596391e-05	4.902922141596391e-05
Telomere_res	PF16684	Telomere resolvase	NA	NA
Telomere_Sde2_2	PF13297	Telomere stability C-terminal	9.805844283192783e-05	9.805844283192783e-05
Ten1	PF12658	Telomere capping, CST complex subunit	NA	NA
Ten1_2	PF15490	Telomere-capping, CST complex subunit	4.902922141596391e-05	4.902922141596391e-05
TENA_THI-4	PF03070	TENA/THI-4/PQQC family	NA	NA
Tenui_N	PF05733	Tenuivirus/Phlebovirus nucleocapsid protein	NA	NA
Tenui_NCP	PF04876	Tenuivirus major non-capsid protein	NA	NA
Tenui_NS3	PF05310	Tenuivirus movement protein	NA	NA
Tenui_NS4	PF03300	Tenuivirus non-structural, movement protein NS4	NA	NA
Tenui_PVC2	PF06656	Tenuivirus PVC2 protein	NA	NA
Ten_N	PF06484	Teneurin Intracellular Region	0.00019611688566385565	0.0003432045499117474
TEP1_N	PF05386	TEP1 N-terminal domain	4.902922141596391e-05	0.00019611688566385565
Ter	PF05472	DNA replication terminus site-binding protein (Ter protein)	NA	NA
TerB	PF05099	Tellurite resistance protein TerB	NA	NA
TERB2	PF15101	Telomere-associated protein TERB2	4.902922141596391e-05	4.902922141596391e-05
TerB_C	PF15615	TerB-C domain	NA	NA
TerB_N	PF13208	TerB N-terminal domain	NA	NA
TerC	PF03741	Integral membrane protein TerC family	NA	NA
TerD	PF02342	TerD domain	NA	NA
TERF2_RBM	PF16772	Telomeric repeat-binding factor 2 Rap1-binding motif	4.902922141596391e-05	4.902922141596391e-05
Terminase_1	PF03354	Phage Terminase	NA	NA
Terminase_2	PF03592	Terminase small subunit	NA	NA
Terminase_3	PF04466	Phage terminase large subunit	NA	NA
Terminase_3C	PF17288	Terminase RNAseH like domain	NA	NA
Terminase_4	PF05119	Phage terminase, small subunit	NA	NA
Terminase_5	PF06056	Putative ATPase subunit of terminase (gpP-like)	NA	NA
Terminase_6	PF03237	Terminase-like family	NA	NA
Terminase_6C	PF17289	Terminase RNaseH-like domain	NA	NA
Terminase_GpA	PF05876	Phage terminase large subunit (GpA)	NA	NA
Terpene_synth	PF01397	Terpene synthase, N-terminal domain	NA	NA
Terpene_synth_C	PF03936	Terpene synthase family, metal binding domain	NA	NA
Terpene_syn_C_2	PF19086	Terpene synthase family 2, C-terminal metal binding	NA	NA
TERT_thumb	PF17984	Telomerase reverse transcriptase thumb DNA binding domain	NA	NA
TerY_C	PF15616	TerY-C metal binding domain	NA	NA
TES	PF08034	Trematode eggshell synthesis protein	NA	NA
TetM_leader	PF08076	Tetracycline resistance determinant leader peptide	NA	NA
TetR	PF13972	Bacterial transcriptional repressor	NA	NA
Tetrabrachion	PF11401	Tetrabrachion	NA	NA
Tetradecapep	PF08187	Myoactive tetradecapeptides family	NA	NA
Tetraspanin	PF00335	Tetraspanin family	0.0016179643067268093	0.0016179643067268093
TetR_C_1	PF02909	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_10	PF16295	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_11	PF16859	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_12	PF16914	Bacterial transcriptional repressor C-terminal	NA	NA
TetR_C_13	PF16925	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_14	PF17754	MftR C-terminal domain	NA	NA
TetR_C_15	PF17918	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_16	PF17920	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_17	PF17922	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_18	PF17923	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_19	PF17924	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_2	PF08361	MAATS-type transcriptional repressor, C-terminal region	NA	NA
TetR_C_20	PF17925	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_21	PF17926	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_22	PF17928	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_23	PF17931	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_24	PF17932	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_25	PF17933	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_26	PF17934	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_27	PF17935	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_28	PF17937	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_29	PF17938	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_3	PF08362	YcdC-like protein, C-terminal region	NA	NA
TetR_C_30	PF17939	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_31	PF17940	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_33	PF13305	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_34	PF17929	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_35	PF18556	Bacterial Tetracyclin repressor, C-terminal domain	NA	NA
TetR_C_36	PF18598	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_37	PF18665	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_C_4	PF08359	YsiA-like protein, C-terminal region	NA	NA
TetR_C_5	PF08360	QacR-like protein, C-terminal region	NA	NA
TetR_C_6	PF13977	BetI-type transcriptional repressor, C-terminal	NA	NA
TetR_C_7	PF14246	AefR-like transcriptional repressor, C-terminal domain	NA	NA
TetR_C_8	PF14278	Transcriptional regulator C-terminal region	NA	NA
TetR_C_9	PF14514	Tetracyclin repressor-like, C-terminal domain	NA	NA
TetR_N	PF00440	Bacterial regulatory proteins, tetR family	NA	NA
Tet_JBP	PF12851	Oxygenase domain of the 2OGFeDO superfamily	0.00014708766424789175	0.00014708766424789175
Tet_res_leader	PF08050	Tetracycline resistance leader peptide	NA	NA
TEX12	PF15219	Testis-expressed 12	4.902922141596391e-05	4.902922141596391e-05
TEX13	PF15186	Testis-expressed sequence 13 protein family	0.00019611688566385565	0.00019611688566385565
TEX15	PF15326	Testis expressed sequence 15	4.902922141596391e-05	9.805844283192783e-05
TEX19	PF15553	Testis-expressed protein 19	4.902922141596391e-05	4.902922141596391e-05
TEX29	PF15839	Testis-expressed sequence 29 protein	4.902922141596391e-05	4.902922141596391e-05
TEX33	PF15400	Testis-expressed sequence 33 protein family	4.902922141596391e-05	4.902922141596391e-05
Tex_N	PF09371	Tex-like protein N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Tex_YqgF	PF16921	Tex protein YqgF-like domain	4.902922141596391e-05	4.902922141596391e-05
TFA2_Winged_2	PF18121	TFA2 Winged helix domain 2	4.902922141596391e-05	4.902922141596391e-05
Tfb2	PF03849	Transcription factor Tfb2	4.902922141596391e-05	4.902922141596391e-05
Tfb2_C	PF18307	Transcription factor Tfb2 (p52) C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Tfb4	PF03850	Transcription factor Tfb4	4.902922141596391e-05	4.902922141596391e-05
Tfb5	PF06331	Transcription factor TFIIH complex subunit Tfb5	4.902922141596391e-05	4.902922141596391e-05
TFB6	PF17110	Subunit 11 of the general transcription factor TFIIH	NA	NA
TFCD_C	PF12612	Tubulin folding cofactor D C terminal	4.902922141596391e-05	4.902922141596391e-05
TFIIA	PF03153	Transcription factor IIA, alpha/beta subunit	9.805844283192783e-05	0.00014708766424789175
TFIIA_gamma_C	PF02751	Transcription initiation factor IIA, gamma subunit	4.902922141596391e-05	4.902922141596391e-05
TFIIA_gamma_N	PF02268	Transcription initiation factor IIA, gamma subunit, helical domain	4.902922141596391e-05	4.902922141596391e-05
TFIIB	PF00382	Transcription factor TFIIB repeat	9.805844283192783e-05	0.00019611688566385565
TFIIB_C_1	PF18542	Transcription factor IIB C-terminal module 1	NA	NA
TFIID-18kDa	PF02269	Transcription initiation factor IID, 18kD subunit	9.805844283192783e-05	9.805844283192783e-05
TFIID-31kDa	PF02291	Transcription initiation factor IID, 31kD subunit	9.805844283192783e-05	9.805844283192783e-05
TFIID_20kDa	PF03847	Transcription initiation factor TFIID subunit A	4.902922141596391e-05	4.902922141596391e-05
TFIID_30kDa	PF03540	Transcription initiation factor TFIID 23-30kDa subunit	4.902922141596391e-05	4.902922141596391e-05
TFIID_NTD2	PF04494	WD40 associated region in TFIID subunit, NTD2 domain	9.805844283192783e-05	9.805844283192783e-05
TFIIE-A_C	PF11521	C-terminal general transcription factor TFIIE alpha	4.902922141596391e-05	4.902922141596391e-05
TFIIE_alpha	PF02002	TFIIE alpha subunit	4.902922141596391e-05	4.902922141596391e-05
TFIIE_beta	PF02186	TFIIE beta subunit core domain	4.902922141596391e-05	4.902922141596391e-05
TFIIF_alpha	PF05793	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)	4.902922141596391e-05	4.902922141596391e-05
TFIIF_beta	PF02270	TFIIF, beta subunit HTH domain	4.902922141596391e-05	4.902922141596391e-05
TFIIF_beta_N	PF17683	TFIIF, beta subunit N-terminus	4.902922141596391e-05	4.902922141596391e-05
