DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
SOCS	SM00253	suppressors of cytokine signalling	0.0009805844283192783	0.0009805844283192783
SOCS_box	SM00969	NA	0.0018631104138066288	0.0018631104138066288
Sorb	SM00459	Sorbin homologous domain	0.00014708766424789175	0.00014708766424789175
SPEC	SM00150	Spectrin repeats	0.0014218474210629536	0.017503432045499118
SPK	SM00583		NA	NA
SpoU_sub_bind	SM00967	RNA 2'-O ribose methyltransferase substrate binding	9.805844283192783e-05	9.805844283192783e-05
SprT	SM00731	SprT homologues.	9.805844283192783e-05	9.805844283192783e-05
SPRY	SM00449	Domain in SPla and the RYanodine Receptor.	0.004363600706020788	0.004706805255932536
SPT16	SM01286	FACT complex subunit (SPT16/CDC68)	4.902922141596391e-05	4.902922141596391e-05
SPT2	SM00784	SPT2 chromatin protein	4.902922141596391e-05	4.902922141596391e-05
Spt4	SM01389	Spt4/RpoE2 zinc finger	4.902922141596391e-05	4.902922141596391e-05
SR	SM00202	Scavenger receptor Cys-rich	0.0012747597568150619	0.004314571484604825
SRA	SM00466	SET and RING finger associated domain. Domain of unknown function in SET domain containing proteins and in Deinococcus radiodurans DRA1533.	9.805844283192783e-05	9.805844283192783e-05
SRP54	SM00962	SRP54-type protein, GTPase domain	9.805844283192783e-05	9.805844283192783e-05
SRP54_N	SM00963	SRP54-type protein, helical bundle domain	9.805844283192783e-05	9.805844283192783e-05
START	SM00234	in StAR and phosphatidylcholine transfer protein	0.0006373798784075309	0.0006373798784075309
STAT_int	SM00964	STAT protein, protein interaction domain	0.0003432045499117474	0.0003432045499117474
STI1	SM00727	Heat shock chaperonin-binding motif.	0.0004902922141596392	0.0009805844283192783
S_TKc	SM00220	Serine/Threonine protein kinases, catalytic domain	0.017209256717003334	0.017650519709747008
S_TK_X	SM00133	Extension to Ser/Thr-type protein kinases	0.0024024318493822317	0.0024024318493822317
SWAP	SM00648	Suppressor-of-White-APricot splicing regulator	0.0002941753284957835	0.0004902922141596392
SWIB	SM00151	SWI complex, BAF60b domains	0.00014708766424789175	0.00014708766424789175
Sybindin	SM01399	Sybindin-like family	9.805844283192783e-05	9.805844283192783e-05
SynN	SM00503	Syntaxin N-terminal domain	0.00044126299274367523	0.00044126299274367523
T5orf172	SM00974		NA	NA
TAF	SM00803	TATA box binding protein associated factor	0.00014708766424789175	0.00014708766424789175
TAFH	SM00549	TAF homology	0.0002451461070798196	0.0002451461070798196
TAFII55_N	SM01370	TAFII55 protein conserved region	9.805844283192783e-05	9.805844283192783e-05
TAN	SM01342	Telomere-length maintenance and DNA damage repair	4.902922141596391e-05	4.902922141596391e-05
Tankyrase_bdg_C	SM01319	Tankyrase binding protein C terminal domain	9.805844283192783e-05	9.805844283192783e-05
TAP_C	SM00804	C-terminal domain of vertebrate Tap protein	9.805844283192783e-05	9.805844283192783e-05
TBC	SM00164	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.	0.0024514610707981957	0.0024514610707981957
Tbf5	SM01395	Transcription factor TFIIH complex subunit Tfb5	4.902922141596391e-05	4.902922141596391e-05
TBOX	SM00425	Domain first found  in the mice T locus (Brachyury) protein	0.0008334967640713865	0.0008334967640713865
TDU	SM00711	Short repeats in human TONDU, fly vestigial and other proteins.	0.00014708766424789175	0.00019611688566385565
TEA	SM00426	TEA domain	0.00019611688566385565	0.00019611688566385565
TECPR	SM00706	Beta propeller repeats in Physarum polycephalum tectonins, Limulus lectin L-6 and animal hypothetical proteins.	0.00014708766424789175	0.0012747597568150619
Telo_bind	SM00976	Telomeric single stranded DNA binding POT1/CDC13	4.902922141596391e-05	4.902922141596391e-05
Telomerase_RBD	SM00975	Telomerase ribonucleoprotein complex - RNA binding domain	4.902922141596391e-05	4.902922141596391e-05
Tet_JBP	SM01333	Oxygenase domain of the 2OGFeDO superfamily	0.00014708766424789175	0.00014708766424789175
TFIIA	SM01371	Transcription factor IIA, alpha/beta subunit	9.805844283192783e-05	9.805844283192783e-05
TFIIE	SM00531	Transcription initiation factor IIE	4.902922141596391e-05	4.902922141596391e-05
TFS2M	SM00510	Domain in the central regions of transcription elongation factor S-II (and elsewhere)	0.0003432045499117474	0.0003432045499117474
TFS2N	SM00509	Domain in the N-terminus of transcription elongation factor S-II (and elsewhere)	0.0005393214355756031	0.0005393214355756031
TGc	SM00460	Transglutaminase/protease-like homologues	0.0005393214355756031	0.0005393214355756031
TGFB	SM00204	Transforming growth  factor-beta (TGF-beta) family	0.001765051970974701	0.001765051970974701
THAP	SM00980	NA	0.000588350656991567	0.000588350656991567
THEG	SM00705	Repeats in THEG (testicular haploid expressed gene) and several fly proteins.	9.805844283192783e-05	0.0006373798784075309
THUMP	SM00981	NA	0.00014708766424789175	0.00014708766424789175
THY	SM00152	Thymosin beta actin-binding motif.	0.0002451461070798196	0.0002451461070798196
Thymopoietin	SM01261	NA	9.805844283192783e-05	9.805844283192783e-05
TIFY	SM00979		NA	NA
Tim44	SM00978	NA	9.805844283192783e-05	9.805844283192783e-05
TIR	SM00255	Toll - interleukin 1 - resistance	0.0010296136497352421	0.0010296136497352421
TK	SM00203	Tachykinin family	4.902922141596391e-05	9.805844283192783e-05
TLC	SM00724	TRAM, LAG1 and CLN8 homology domains.	0.0007844675426554226	0.0007844675426554226
TLDc	SM00584	domain in TBC and LysM domain containing proteins	0.0002451461070798196	0.0002451461070798196
TNF	SM00207	Tumour necrosis factor family.	0.0007354383212394587	0.0007354383212394587
TNFR	SM00208	Tumor necrosis factor receptor / nerve growth factor receptor repeats.	0.00112767209256717	0.003333987056285546
TOG	SM01349	NA	0.0004902922141596392	0.0010296136497352421
TOP1Ac	SM00437	Bacterial DNA topoisomerase I DNA-binding domain	9.805844283192783e-05	9.805844283192783e-05
TOP1Bc	SM00436	Bacterial DNA topoisomeraes I ATP-binding domain	9.805844283192783e-05	9.805844283192783e-05
TOP2c	SM00433	TopoisomeraseII	9.805844283192783e-05	9.805844283192783e-05
TOP4c	SM00434	DNA Topoisomerase IV	9.805844283192783e-05	9.805844283192783e-05
TOPEUc	SM00435	DNA Topoisomerase I (eukaryota)	9.805844283192783e-05	9.805844283192783e-05
TOPRIM	SM00493	NA	9.805844283192783e-05	9.805844283192783e-05
Tower	SM01341	NA	4.902922141596391e-05	4.902922141596391e-05
TPK_B1_binding	SM00983	Thiamin pyrophosphokinase, vitamin B1 binding domain	4.902922141596391e-05	4.902922141596391e-05
TPR	SM00028	Tetratricopeptide repeats	0.006324769562659345	0.03181996469896058
Transket_pyr	SM00861	Transketolase, pyrimidine binding domain	0.0003922337713277113	0.0003922337713277113
TRASH	SM00746	metallochaperone-like domain	0.0003922337713277113	0.002353402627966268
TRCF	SM00982		NA	NA
TR_FER	SM00094	Transferrin	0.00014708766424789175	0.0002941753284957835
tRNA_SAD	SM00863	Threonyl and Alanyl tRNA synthetase second additional domain	0.0002941753284957835	0.0002941753284957835
TR_THY	SM00095	Transthyretin	4.902922141596391e-05	4.902922141596391e-05
Tryp_SPc	SM00020	Trypsin-like serine protease	0.005687389684251814	0.005981565012747598
t_SNARE	SM00397	Helical region found in SNAREs	0.0010786428711512062	0.0012257305353990978
TSP1	SM00209	Thrombospondin type 1 repeats	0.0031868993920376545	0.014512649539125318
TSPc	SM00245	tail specific protease	4.902922141596391e-05	0.00019611688566385565
TSPN	SM00210	Thrombospondin N-terminal -like domains.	0.00112767209256717	0.00112767209256717
Tubulin	SM00864	Tubulin/FtsZ family, GTPase domain	0.001176701313983134	0.001176701313983134
Tubulin_C	SM00865	Tubulin/FtsZ family, C-terminal domain	0.0010786428711512062	0.0010786428711512062
TUDOR	SM00333	Tudor domain	0.0012747597568150619	0.0026475779564620514
TY	SM00211	Thyroglobulin type I repeats.	0.0008334967640713865	0.0014218474210629536
TyrKc	SM00219	Tyrosine kinase, catalytic domain	0.0038733084918611493	0.004069425377525005
UAS	SM00594	NA	0.00014708766424789175	0.00014708766424789175
UBA	SM00165	Ubiquitin associated domain	0.0014218474210629536	0.001765051970974701
UBA_e1_C	SM00985	Ubiquitin-activating enzyme e1 C-terminal domain	0.00014708766424789175	0.00014708766424789175
UBCc	SM00212	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	0.0019611688566385566	0.0019611688566385566
Ubox	SM00504	Modified RING finger domain	0.0003922337713277113	0.0003922337713277113
UBQ	SM00213	Ubiquitin homologues	0.0021082565208864483	0.002794665620709943
UBX	SM00166	Domain present in ubiquitin-regulatory proteins	0.00044126299274367523	0.00044126299274367523
uDENN	SM00800	Domain always found upstream of DENN domain, found in a variety of signalling proteins	0.0007354383212394587	0.0007354383212394587
UDG	SM00986	Uracil DNA glycosylase superfamily	4.902922141596391e-05	4.902922141596391e-05
UDPG_MGDP_dh_C	SM00984	UDP binding domain	4.902922141596391e-05	4.902922141596391e-05
UIM	SM00726	Ubiquitin-interacting motif.	0.0007844675426554226	0.0018631104138066288
UME	SM00802	Domain in UVSB PI-3 kinase, MEI-41 and ESR-1	4.902922141596391e-05	4.902922141596391e-05
UreE_C	SM00987	UreE urease accessory protein, C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
UTG	SM00096	Uteroglobin	4.902922141596391e-05	4.902922141596391e-05
UTRA	SM00866		NA	NA
V4R	SM00989		NA	NA
VHP	SM00153	Villin headpiece domain	0.0003922337713277113	0.0003922337713277113
VHS	SM00288	Domain present in VPS-27, Hrs and STAM	0.00044126299274367523	0.00044126299274367523
VIT	SM00609	Vault protein Inter-alpha-Trypsin domain	0.0003922337713277113	0.0003922337713277113
VKc	SM00756	NA	9.805844283192783e-05	9.805844283192783e-05
VPS10	SM00602	NA	0.0002451461070798196	0.0002451461070798196
VPS9	SM00167	Domain present in VPS9	0.0003922337713277113	0.0003922337713277113
VRR_NUC	SM00990	NA	4.902922141596391e-05	4.902922141596391e-05
VWA	SM00327	von Willebrand factor (vWF) type A domain	0.003481074720533438	0.005687389684251814
VWC	SM00214	von Willebrand factor (vWF) type C domain	0.0018140811923906648	0.005834477348499706
VWC_out	SM00215	von Willebrand factor (vWF) type C domain	0.0009805844283192783	0.003333987056285546
VWD	SM00216	von Willebrand factor (vWF) type D domain	0.0008334967640713865	0.002892724063541871
WAP	SM00217	Four-disulfide core domains	0.0006373798784075309	0.0010296136497352421
WD40	SM00320	WD40 repeats	0.012992743675230437	0.08143753677191606
WGR	SM00773	Proposed nucleic acid binding domain	0.00014708766424789175	0.00014708766424789175
WH1	SM00461	WASP homology region 1	0.0005393214355756031	0.0005393214355756031
WH2	SM00246	Wiskott Aldrich syndrome homology region 2	0.0005393214355756031	0.0006864090998234948
WHEP-TRS	SM00991	NA	0.0002451461070798196	0.0003432045499117474
WIF	SM00469	Wnt-inhibitory factor-1 like domain	9.805844283192783e-05	9.805844283192783e-05
WNT1	SM00097	found in Wnt-1	0.0009315552069033144	0.0009315552069033144
WSC	SM00321	present in yeast cell wall integrity and stress response component proteins	0.0002451461070798196	0.0003432045499117474
WW	SM00456	Domain with 2 conserved Trp (W) residues	0.002353402627966268	0.004314571484604825
WWE	SM00678	Domain in Deltex and TRIP12 homologues. Possibly involved in regulation of ubiquitin-mediated proteolysis.	0.00019611688566385565	0.0003432045499117474
XPGI	SM00484	Xeroderma pigmentosum G I-region	0.00019611688566385565	0.00019611688566385565
XPGN	SM00485	Xeroderma pigmentosum G N-region	0.00019611688566385565	0.00019611688566385565
XTALbg	SM00247	Beta/gamma crystallins	0.0007354383212394587	0.0020101980780545207
YaeQ	SM01322		NA	NA
YARHG	SM01324		NA	NA
YccV-like	SM00992	Hemimethylated DNA-binding protein YccV like	9.805844283192783e-05	9.805844283192783e-05
YL1_C	SM00993	YL1 nuclear protein C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
YqgFc	SM00732	Likely ribonuclease with RNase H fold.	9.805844283192783e-05	9.805844283192783e-05
Zalpha	SM00550	Z-DNA-binding domain in adenosine deaminases.	9.805844283192783e-05	0.00019611688566385565
zf-3CxxC	SM01328	Zinc-binding domain	0.0003922337713277113	0.0003922337713277113
zf-PARP	SM01336	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region	9.805844283192783e-05	0.00014708766424789175
ZM	SM00735	ZASP-like motif	0.00014708766424789175	0.00014708766424789175
ZnF_A20	SM00259	A20-like zinc fingers	0.0003432045499117474	0.0006373798784075309
ZnF_AN1	SM00154	AN1-like Zinc finger	0.0003922337713277113	0.0005393214355756031
ZnF_BED	SM00614	BED zinc finger	0.0005393214355756031	0.0010786428711512062
ZnF_C2C2	SM00440	C2C2 Zinc finger	0.0002941753284957835	0.0002941753284957835
ZnF_C2H2	SM00355	zinc finger	0.037017062169052754	0.36717983918415376
ZnF_C2HC	SM00343	zinc finger	0.0014708766424789174	0.0032359286134536185
ZnF_C3H1	SM00356	zinc finger	0.0024024318493822317	0.005785448127083742
ZnF_C4	SM00399	c4 zinc finger in nuclear hormone receptors	0.00225534418513434	0.00225534418513434
ZnF_CDGSH	SM00704	CDGSH-type zinc finger. Function unknown.	0.00014708766424789175	0.00019611688566385565
ZnF_DBF	SM00586	Zinc finger in DBF-like proteins	0.00014708766424789175	0.00014708766424789175
ZnF_GATA	SM00401	zinc finger binding to DNA consensus sequence [AT]GATA[AG]	0.000588350656991567	0.0008825259854873505
ZnF_NFX	SM00438	NA	0.00014708766424789175	0.0012257305353990978
ZnF_PMZ	SM00575	plant mutator transposase zinc finger	4.902922141596391e-05	4.902922141596391e-05
ZnF_Rad18	SM00734	Rad18-like CCHC zinc finger	0.0002451461070798196	0.0002941753284957835
ZnF_RBZ	SM00547	Zinc finger domain	0.0009805844283192783	0.0019121396352225926
ZnF_TAZ	SM00551	TAZ zinc finger, present in p300 and CBP	9.805844283192783e-05	0.00019611688566385565
ZnF_TTF	SM00597	NA	4.902922141596391e-05	9.805844283192783e-05
ZnF_U1	SM00451	U1-like zinc finger	0.0014708766424789174	0.0041184545989409686
ZnF_UBP	SM00290	Ubiquitin Carboxyl-terminal Hydrolase-like zinc finger	0.0005393214355756031	0.0005393214355756031
ZnF_UBR1	SM00396	Putative zinc finger in N-recognin, a recognition component of the N-end rule pathway	0.0003432045499117474	0.0003432045499117474
ZnF_ZZ	SM00291	Zinc-binding domain, present in Dystrophin, CREB-binding protein.	0.0007844675426554226	0.0008334967640713865
ZnMc	SM00235	Zinc-dependent metalloprotease	0.0014218474210629536	0.0014218474210629536
Zn_pept	SM00631	NA	0.0008825259854873505	0.0009805844283192783
ZP	SM00241	Zona pellucida (ZP) domain	0.0006864090998234948	0.0006864090998234948
Zpr1	SM00709	Duplicated domain in the epidermal growth factor- and elongation factor-1alpha-binding protein Zpr1. Also present in archaeal proteins.	4.902922141596391e-05	9.805844283192783e-05
ZU5	SM00218	Domain present in ZO-1 and Unc5-like netrin receptors	0.00044126299274367523	0.00044126299274367523
